"municipality_id","municipality","year","unemployment"
"6103","Humpolec","2012",5.16
"6103","Humpolec","2013",5.08
"6103","Humpolec","2014",5.01
"6103","Humpolec","2015",4.66
"6103","Humpolec","2016",3.67
"6103","Humpolec","2017",2.95
"6103","Humpolec","2018",2.52
"6103","Humpolec","2019",2.21
"6103","Humpolec","2020",2.77
"6104","Chotěboř","2006",4.12
"6104","Chotěboř","2007",3.26
"6104","Chotěboř","2008",3.66
"6104","Chotěboř","2009",7.3
"6104","Chotěboř","2010",7.33
"6104","Chotěboř","2011",6.67
"6104","Chotěboř","2012",6.69
"6104","Chotěboř","2013",6.71
"6104","Chotěboř","2014",6.74
"6104","Chotěboř","2015",5.8
"6104","Chotěboř","2016",4.73
"6104","Chotěboř","2017",3.27
"6104","Chotěboř","2018",2.44
"6104","Chotěboř","2019",2.24
"6104","Chotěboř","2020",2.76
"6105","Jihlava","2006",4.48
"6105","Jihlava","2007",3.73
"6105","Jihlava","2008",4.52
"6105","Jihlava","2009",7.52
"6105","Jihlava","2010",7.12
"6105","Jihlava","2011",6.41
"6105","Jihlava","2012",6.46
"6105","Jihlava","2013",6.51
"6105","Jihlava","2014",6.55
"6105","Jihlava","2015",5.41
"6105","Jihlava","2016",4.32
"6105","Jihlava","2017",3.24
"6105","Jihlava","2018",2.88
"6105","Jihlava","2019",2.53
"6105","Jihlava","2020",3.04
"6106","Moravské Budějovice","2006",8.97
"6106","Moravské Budějovice","2007",6.83
"6106","Moravské Budějovice","2008",6.83
"6106","Moravské Budějovice","2009",9.2
"6106","Moravské Budějovice","2010",10.94
"6106","Moravské Budějovice","2011",9.79
"6106","Moravské Budějovice","2012",9.79
"6106","Moravské Budějovice","2013",9.79
"6106","Moravské Budějovice","2014",9.78
"6106","Moravské Budějovice","2015",8.24
"6106","Moravské Budějovice","2016",6.35
"6106","Moravské Budějovice","2017",4.41
"6106","Moravské Budějovice","2018",3.61
"6106","Moravské Budějovice","2019",3.19
"6106","Moravské Budějovice","2020",3.71
"6107","Náměšť nad Oslavou","2006",8.12
"6107","Náměšť nad Oslavou","2007",5.92
"6107","Náměšť nad Oslavou","2008",5.76
"6107","Náměšť nad Oslavou","2009",9.57
"6107","Náměšť nad Oslavou","2010",10.76
"6107","Náměšť nad Oslavou","2011",9.84
"6107","Náměšť nad Oslavou","2012",9.61
"6107","Náměšť nad Oslavou","2013",9.38
"6107","Náměšť nad Oslavou","2014",9.16
"6107","Náměšť nad Oslavou","2015",7.84
"6107","Náměšť nad Oslavou","2016",5.2
"6107","Náměšť nad Oslavou","2017",3.7
"6107","Náměšť nad Oslavou","2018",2.9
"6107","Náměšť nad Oslavou","2019",2.79
"6107","Náměšť nad Oslavou","2020",3.67
"6108","Nové Město na Moravě","2006",6.09
"6108","Nové Město na Moravě","2007",5.52
"6108","Nové Město na Moravě","2008",4.96
"6108","Nové Město na Moravě","2009",7.55
"6108","Nové Město na Moravě","2010",8.57
"6108","Nové Město na Moravě","2011",7.46
"6108","Nové Město na Moravě","2012",7.88
"6108","Nové Město na Moravě","2013",8.3
"6108","Nové Město na Moravě","2014",8.71
"6108","Nové Město na Moravě","2015",7.55
"6108","Nové Město na Moravě","2016",6.78
"6108","Nové Město na Moravě","2017",5.6
"6108","Nové Město na Moravě","2018",5.01
"6108","Nové Město na Moravě","2019",3.14
"6108","Nové Město na Moravě","2020",4.15
"6109","Pacov","2006",2.76
"6109","Pacov","2007",2.54
"6109","Pacov","2008",2.78
"6109","Pacov","2009",5.46
"6109","Pacov","2010",5.84
"6109","Pacov","2011",4.68
"6109","Pacov","2012",4.72
"6109","Pacov","2013",4.76
"6109","Pacov","2014",4.79
"6109","Pacov","2015",3.87
"6109","Pacov","2016",3.41
"6109","Pacov","2017",2.01
"6109","Pacov","2018",1.33
"6109","Pacov","2019",1.34
"6109","Pacov","2020",1.67
"6110","Pelhřimov","2006",2.85
"6110","Pelhřimov","2007",2.47
"6110","Pelhřimov","2008",3.33
"6110","Pelhřimov","2009",5.8
"6110","Pelhřimov","2010",5.75
"6110","Pelhřimov","2011",4.64
"6110","Pelhřimov","2012",4.71
"6110","Pelhřimov","2013",4.78
"6110","Pelhřimov","2014",4.85
"6110","Pelhřimov","2015",3.83
"6110","Pelhřimov","2016",3.01
"6110","Pelhřimov","2017",1.97
"6110","Pelhřimov","2018",1.39
"6110","Pelhřimov","2019",1.22
"6110","Pelhřimov","2020",1.81
"6111","Světlá nad Sázavou","2006",4.24
"6111","Světlá nad Sázavou","2007",3.35
"6111","Světlá nad Sázavou","2008",6.55
"6111","Světlá nad Sázavou","2009",9.77
"6111","Světlá nad Sázavou","2010",9.57
"6111","Světlá nad Sázavou","2011",7.31
"6111","Světlá nad Sázavou","2012",7.28
"6111","Světlá nad Sázavou","2013",7.25
"6111","Světlá nad Sázavou","2014",7.22
"6111","Světlá nad Sázavou","2015",6.79
"6111","Světlá nad Sázavou","2016",5.41
"6111","Světlá nad Sázavou","2017",4.04
"6111","Světlá nad Sázavou","2018",3.5
"6111","Světlá nad Sázavou","2019",3.6
"6111","Světlá nad Sázavou","2020",4.11
"6112","Telč","2006",6.69
"6112","Telč","2007",5.62
"6112","Telč","2008",5.76
"6112","Telč","2009",9.93
"6112","Telč","2010",10.16
"6112","Telč","2011",8.22
"6112","Telč","2012",8.62
"6112","Telč","2013",9.02
"6112","Telč","2014",9.43
"6112","Telč","2015",7.53
"6112","Telč","2016",6.37
"6112","Telč","2017",4.89
"6112","Telč","2018",4.66
"6112","Telč","2019",4.38
"6112","Telč","2020",5.06
"6113","Třebíč","2006",7.9
"6113","Třebíč","2007",6.04
"6113","Třebíč","2008",6
"6113","Třebíč","2009",9.25
"6113","Třebíč","2010",10.25
"6113","Třebíč","2011",9.49
"6113","Třebíč","2012",9.49
"6113","Třebíč","2013",9.49
"6113","Třebíč","2014",9.49
"6113","Třebíč","2015",8.3
"6113","Třebíč","2016",7.06
"6113","Třebíč","2017",5.12
"6113","Třebíč","2018",3.94
"6113","Třebíč","2019",3.57
"6113","Třebíč","2020",4.4
"6114","Velké Meziříčí","2006",5.1
"6114","Velké Meziříčí","2007",3.84
"6114","Velké Meziříčí","2008",4.49
"6114","Velké Meziříčí","2009",8.29
"6114","Velké Meziříčí","2010",8.62
"6114","Velké Meziříčí","2011",7.7
"6114","Velké Meziříčí","2012",7.66
"6114","Velké Meziříčí","2013",7.62
"6114","Velké Meziříčí","2014",7.57
"6114","Velké Meziříčí","2015",6.27
"6114","Velké Meziříčí","2016",5.44
"6114","Velké Meziříčí","2017",4.28
"6114","Velké Meziříčí","2018",3.08
"6114","Velké Meziříčí","2019",2.76
"6114","Velké Meziříčí","2020",3.23
"6115","Žďár nad Sázavou","2006",4.13
"6115","Žďár nad Sázavou","2007",3.4
"6115","Žďár nad Sázavou","2008",3.68
"6115","Žďár nad Sázavou","2009",6.13
"6115","Žďár nad Sázavou","2010",6.85
"6115","Žďár nad Sázavou","2011",6.14
"6115","Žďár nad Sázavou","2012",6.16
"6115","Žďár nad Sázavou","2013",6.18
"6115","Žďár nad Sázavou","2014",6.21
"6115","Žďár nad Sázavou","2015",5.01
"6115","Žďár nad Sázavou","2016",4.67
"6115","Žďár nad Sázavou","2017",3.29
"6115","Žďár nad Sázavou","2018",2.49
"6115","Žďár nad Sázavou","2019",2.36
"6115","Žďár nad Sázavou","2020",3.25
"6201","Blansko","2006",4.02
"6201","Blansko","2007",3.68
"6201","Blansko","2008",4.05
"6201","Blansko","2009",7.29
"6201","Blansko","2010",6.72
"6201","Blansko","2011",5.76
"6201","Blansko","2012",5.72
"6201","Blansko","2013",5.68
"6201","Blansko","2014",5.64
"6201","Blansko","2015",4.73
"6201","Blansko","2016",3.76
"6201","Blansko","2017",2.72
"6201","Blansko","2018",1.77
"6201","Blansko","2019",1.71
"6201","Blansko","2020",2.56
"6202","Boskovice","2006",5.24
"6202","Boskovice","2007",4.4
"6202","Boskovice","2008",5.07
"6202","Boskovice","2009",8.49
"6202","Boskovice","2010",8.11
"6202","Boskovice","2011",7.47
"6202","Boskovice","2012",7.52
"6202","Boskovice","2013",7.57
"6202","Boskovice","2014",7.62
"6202","Boskovice","2015",6.33
"6202","Boskovice","2016",5.41
"6202","Boskovice","2017",3.71
"6202","Boskovice","2018",3.3
"6202","Boskovice","2019",3.42
"6202","Boskovice","2020",3.98
"6203","Brno","2006",6.21
"6203","Brno","2007",4.77
"6203","Brno","2008",4.61
"6203","Brno","2009",6.88
"6203","Brno","2010",7.48
"6203","Brno","2011",6.94
"6203","Brno","2012",7.43
"6203","Brno","2013",7.92
"6203","Brno","2014",8.41
"6203","Brno","2015",7.25
"6203","Brno","2016",6.39
"6203","Brno","2017",4.55
"6203","Brno","2018",3.9
"6203","Brno","2019",3.36
"6203","Brno","2020",5.18
"6204","Břeclav","2006",6.96
"6204","Břeclav","2007",5.32
"6204","Břeclav","2008",5.15
"6204","Břeclav","2009",8.85
"6204","Břeclav","2010",9.93
"6204","Břeclav","2011",8.84
"6204","Břeclav","2012",8.36
"6204","Břeclav","2013",7.88
"6204","Břeclav","2014",7.39
"6204","Břeclav","2015",6.14
"6204","Břeclav","2016",5.15
"6204","Břeclav","2017",3.97
"6204","Břeclav","2018",3.45
"6204","Břeclav","2019",3.15
"6204","Břeclav","2020",4
"6205","Bučovice","2006",6.06
"6205","Bučovice","2007",4.5
"6205","Bučovice","2008",4.52
"6205","Bučovice","2009",8.39
"6205","Bučovice","2010",7.62
"6205","Bučovice","2011",7.6
"6205","Bučovice","2012",7.45
"6205","Bučovice","2013",7.3
"6205","Bučovice","2014",7.16
"6205","Bučovice","2015",6.07
"6205","Bučovice","2016",5.07
"6205","Bučovice","2017",4.04
"6205","Bučovice","2018",2.88
"6205","Bučovice","2019",2.62
"6205","Bučovice","2020",3.37
"6206","Hodonín","2006",9.9
"6206","Hodonín","2007",8.14
"6206","Hodonín","2008",8.34
"6206","Hodonín","2009",12.43
"6206","Hodonín","2010",13.31
"6206","Hodonín","2011",11.92
"6206","Hodonín","2012",11.9
"6206","Hodonín","2013",11.88
"6206","Hodonín","2014",11.85
"6206","Hodonín","2015",10.12
"6206","Hodonín","2016",8.67
"6206","Hodonín","2017",6.7
"6206","Hodonín","2018",5.55
"6206","Hodonín","2019",4.98
"6206","Hodonín","2020",6.05
"6207","Hustopeče","2006",6.3
"6207","Hustopeče","2007",4.86
"6207","Hustopeče","2008",4.89
"6207","Hustopeče","2009",8.1
"6207","Hustopeče","2010",8.95
"6207","Hustopeče","2011",7.12
"6207","Hustopeče","2012",7.2
"6207","Hustopeče","2013",7.28
"6207","Hustopeče","2014",7.35
"6207","Hustopeče","2015",6.24
"6207","Hustopeče","2016",5.51
"6207","Hustopeče","2017",3.95
"6207","Hustopeče","2018",3.6
"6207","Hustopeče","2019",3.37
"6207","Hustopeče","2020",3.53
"6208","Ivančice","2006",5.12
"6208","Ivančice","2007",4.32
"6208","Ivančice","2008",4.26
"6208","Ivančice","2009",7.9
"6208","Ivančice","2010",8.33
"6208","Ivančice","2011",7.01
"6208","Ivančice","2012",7.3
"6208","Ivančice","2013",7.59
"6208","Ivančice","2014",7.89
"6208","Ivančice","2015",6.19
"6208","Ivančice","2016",5.1
"6208","Ivančice","2017",3.04
"6208","Ivančice","2018",1.89
"6208","Ivančice","2019",1.63
"6208","Ivančice","2020",2.31
"6209","Kuřim","2006",3.54
"6209","Kuřim","2007",2.58
"6209","Kuřim","2008",2.82
"6209","Kuřim","2009",5.5
"6209","Kuřim","2010",5.44
"6209","Kuřim","2011",5.11
"6209","Kuřim","2012",5.18
"6209","Kuřim","2013",5.25
"6209","Kuřim","2014",5.33
"6209","Kuřim","2015",4.7
"6209","Kuřim","2016",4.24
"6209","Kuřim","2017",3.14
"6209","Kuřim","2018",2.36
"6209","Kuřim","2019",2.28
"6209","Kuřim","2020",3.24
"6210","Kyjov","2006",8.88
"6210","Kyjov","2007",7.35
"6210","Kyjov","2008",7.16
"6210","Kyjov","2009",10.15
"6210","Kyjov","2010",10.94
"6210","Kyjov","2011",9.63
"6210","Kyjov","2012",9.44
"6210","Kyjov","2013",9.25
"6210","Kyjov","2014",9.06
"6210","Kyjov","2015",7.75
"6210","Kyjov","2016",7.16
"6210","Kyjov","2017",5.46
"6210","Kyjov","2018",4.81
"6210","Kyjov","2019",4.33
"6210","Kyjov","2020",4.72
"6211","Mikulov","2006",8.61
"6211","Mikulov","2007",6.95
"6211","Mikulov","2008",5.83
"6211","Mikulov","2009",10.13
"6211","Mikulov","2010",11.39
"6211","Mikulov","2011",9.08
"6211","Mikulov","2012",9.01
"6211","Mikulov","2013",8.94
"6211","Mikulov","2014",8.88
"6211","Mikulov","2015",7.36
"6211","Mikulov","2016",6.37
"6211","Mikulov","2017",5.42
"6211","Mikulov","2018",4.19
"6211","Mikulov","2019",4.16
"6211","Mikulov","2020",5.06
"6212","Moravský Krumlov","2006",8.17
"6212","Moravský Krumlov","2007",6.55
"6212","Moravský Krumlov","2008",6.44
"6212","Moravský Krumlov","2009",9.71
"6212","Moravský Krumlov","2010",9.58
"6212","Moravský Krumlov","2011",8.89
"6212","Moravský Krumlov","2012",9.06
"6212","Moravský Krumlov","2013",9.23
"6212","Moravský Krumlov","2014",9.39
"6212","Moravský Krumlov","2015",7.9
"6212","Moravský Krumlov","2016",6.63
"6212","Moravský Krumlov","2017",4.86
"6212","Moravský Krumlov","2018",4.34
"6212","Moravský Krumlov","2019",3.87
"6212","Moravský Krumlov","2020",4.28
"6213","Pohořelice","2006",6.37
"6213","Pohořelice","2007",4.25
"6213","Pohořelice","2008",4
"6213","Pohořelice","2009",7.67
"6213","Pohořelice","2010",8.47
"6213","Pohořelice","2011",7.5
"6213","Pohořelice","2012",7.51
"6213","Pohořelice","2013",7.52
"6213","Pohořelice","2014",7.54
"6213","Pohořelice","2015",6.18
"6213","Pohořelice","2016",5.96
"6213","Pohořelice","2017",4.46
"6213","Pohořelice","2018",4.14
"6213","Pohořelice","2019",3.5
"6213","Pohořelice","2020",4.61
"6214","Rosice","2006",5.29
"6214","Rosice","2007",4.4
"6214","Rosice","2008",4
"6214","Rosice","2009",7.3
"6214","Rosice","2010",7.56
"6214","Rosice","2011",6.46
"6214","Rosice","2012",6.6
"6214","Rosice","2013",6.74
"6214","Rosice","2014",6.87
"6214","Rosice","2015",5.95
"6214","Rosice","2016",4.83
"6214","Rosice","2017",3.2
"6214","Rosice","2018",2.33
"6214","Rosice","2019",2.11
"6214","Rosice","2020",2.6
"6215","Slavkov u Brna","2006",4.21
"6215","Slavkov u Brna","2007",2.78
"6215","Slavkov u Brna","2008",2.77
"6215","Slavkov u Brna","2009",5.92
"6215","Slavkov u Brna","2010",5.99
"6215","Slavkov u Brna","2011",5.47
"6215","Slavkov u Brna","2012",5.38
"6215","Slavkov u Brna","2013",5.29
"6215","Slavkov u Brna","2014",5.19
"6215","Slavkov u Brna","2015",4.05
"6215","Slavkov u Brna","2016",2.94
"6215","Slavkov u Brna","2017",2.6
"6215","Slavkov u Brna","2018",2.2
"6215","Slavkov u Brna","2019",2.15
"6215","Slavkov u Brna","2020",2.91
"6216","Šlapanice","2006",3.38
"6216","Šlapanice","2007",2.52
"6216","Šlapanice","2008",2.46
"6216","Šlapanice","2009",4.81
"6216","Šlapanice","2010",5.24
"6216","Šlapanice","2011",4.65
"6216","Šlapanice","2012",4.78
"6216","Šlapanice","2013",4.91
"6216","Šlapanice","2014",5.05
"6216","Šlapanice","2015",4.05
"6216","Šlapanice","2016",3.34
"6216","Šlapanice","2017",2.45
"6216","Šlapanice","2018",1.97
"6216","Šlapanice","2019",1.94
"6216","Šlapanice","2020",2.85
"6217","Tišnov","2006",4.85
"6217","Tišnov","2007",3.42
"6217","Tišnov","2008",3.82
"6217","Tišnov","2009",6.91
"6217","Tišnov","2010",7.88
"6217","Tišnov","2011",6.84
"6217","Tišnov","2012",6.99
"6217","Tišnov","2013",7.14
"6217","Tišnov","2014",7.28
"6217","Tišnov","2015",6.08
"6217","Tišnov","2016",5.22
"6217","Tišnov","2017",4.26
"6217","Tišnov","2018",3.62
"6217","Tišnov","2019",3.5
"6217","Tišnov","2020",4.23
"6218","Veselí nad Moravou","2006",8.42
"6218","Veselí nad Moravou","2007",6.79
"6218","Veselí nad Moravou","2008",7.03
"6218","Veselí nad Moravou","2009",10.89
"6218","Veselí nad Moravou","2010",11.15
"6218","Veselí nad Moravou","2011",9.72
"6218","Veselí nad Moravou","2012",9.65
"6218","Veselí nad Moravou","2013",9.58
"6218","Veselí nad Moravou","2014",9.51
"6218","Veselí nad Moravou","2015",8.43
"6218","Veselí nad Moravou","2016",7.61
"6218","Veselí nad Moravou","2017",6.11
"6218","Veselí nad Moravou","2018",4.79
"6218","Veselí nad Moravou","2019",4.49
"6218","Veselí nad Moravou","2020",5.27
"6219","Vyškov","2006",5.19
"6219","Vyškov","2007",3.74
"6219","Vyškov","2008",3.98
"6219","Vyškov","2009",7.1
"6219","Vyškov","2010",6.87
"6219","Vyškov","2011",6.76
"6219","Vyškov","2012",6.45
"6219","Vyškov","2013",6.14
"6219","Vyškov","2014",5.82
"6219","Vyškov","2015",4.49
"6219","Vyškov","2016",3.42
"6219","Vyškov","2017",2.43
"6219","Vyškov","2018",1.96
"6219","Vyškov","2019",1.74
"6219","Vyškov","2020",2.63
"6220","Znojmo","2006",9.87
"6220","Znojmo","2007",8.67
"6220","Znojmo","2008",8.01
"6220","Znojmo","2009",11.34
"6220","Znojmo","2010",11.53
"6220","Znojmo","2011",10.61
"6220","Znojmo","2012",10.76
"6220","Znojmo","2013",10.91
"6220","Znojmo","2014",11.05
"6220","Znojmo","2015",9.62
"6220","Znojmo","2016",8.79
"6220","Znojmo","2017",7
"6220","Znojmo","2018",6.24
"6220","Znojmo","2019",5.39
"6220","Znojmo","2020",6.81
"6221","Židlochovice","2006",3.71
"6221","Židlochovice","2007",2.68
"6221","Židlochovice","2008",2.6
"6221","Židlochovice","2009",4.94
"6221","Židlochovice","2010",4.79
"6221","Židlochovice","2011",4.35
"6221","Židlochovice","2012",4.86
"6221","Židlochovice","2013",5.37
"6221","Židlochovice","2014",5.89
"6221","Židlochovice","2015",4.45
"6221","Židlochovice","2016",3.8
"6221","Židlochovice","2017",3.35
"6221","Židlochovice","2018",2.75
"6221","Židlochovice","2019",2.18
"6221","Židlochovice","2020",3.44
"7101","Hranice","2006",6.28
"7101","Hranice","2007",4.87
"7101","Hranice","2008",4.52
"7101","Hranice","2009",7.42
"7101","Hranice","2010",8.81
"7101","Hranice","2011",7.28
"7101","Hranice","2012",7.62
"7101","Hranice","2013",7.96
"7101","Hranice","2014",8.31
"7101","Hranice","2015",5.87
"7101","Hranice","2016",4.64
"7101","Hranice","2017",2.98
"7101","Hranice","2018",2.25
"7101","Hranice","2019",2.1
"7101","Hranice","2020",3.43
"7102","Jeseník","2006",10.17
"7102","Jeseník","2007",8.11
"7102","Jeseník","2008",8.16
"7102","Jeseník","2009",10.99
"7102","Jeseník","2010",13.2
"7102","Jeseník","2011",11.38
"7102","Jeseník","2012",11.08
"7102","Jeseník","2013",10.78
"7102","Jeseník","2014",10.48
"7102","Jeseník","2015",9.32
"7102","Jeseník","2016",8.41
"7102","Jeseník","2017",7.07
"7102","Jeseník","2018",5.51
"7102","Jeseník","2019",4.88
"7102","Jeseník","2020",6.27
"7103","Konice","2006",5.96
"7103","Konice","2007",3.97
"7103","Konice","2008",4.65
"7103","Konice","2009",9.27
"7103","Konice","2010",10
"7103","Konice","2011",8.27
"7103","Konice","2012",7.79
"7103","Konice","2013",7.31
"7103","Konice","2014",6.84
"7103","Konice","2015",4.89
"7103","Konice","2016",3.69
"7103","Konice","2017",2.6
"7103","Konice","2018",2.71
"7103","Konice","2019",1.72
"7103","Konice","2020",2.89
"7104","Lipník nad Bečvou","2006",9.55
"7104","Lipník nad Bečvou","2007",8.28
"7104","Lipník nad Bečvou","2008",7.28
"7104","Lipník nad Bečvou","2009",10.81
"7104","Lipník nad Bečvou","2010",11.12
"7104","Lipník nad Bečvou","2011",9.61
"7104","Lipník nad Bečvou","2012",9.98
"7104","Lipník nad Bečvou","2013",10.35
"7104","Lipník nad Bečvou","2014",10.72
"7104","Lipník nad Bečvou","2015",8.36
"7104","Lipník nad Bečvou","2016",6.89
"7104","Lipník nad Bečvou","2017",5.36
"7104","Lipník nad Bečvou","2018",3.82
"7104","Lipník nad Bečvou","2019",2.89
"7104","Lipník nad Bečvou","2020",4.4
"7105","Litovel","2006",5.88
"7105","Litovel","2007",4.02
"7105","Litovel","2008",4.33
"7105","Litovel","2009",8.26
"7105","Litovel","2010",8
"7105","Litovel","2011",6.77
"7105","Litovel","2012",6.58
"7105","Litovel","2013",6.39
"7105","Litovel","2014",6.2
"7105","Litovel","2015",4.78
"7105","Litovel","2016",3.62
"7105","Litovel","2017",2.32
"7105","Litovel","2018",1.76
"7105","Litovel","2019",1.8
"7105","Litovel","2020",2.54
"7106","Mohelnice","2006",6.04
"7106","Mohelnice","2007",4.7
"7106","Mohelnice","2008",5.77
"7106","Mohelnice","2009",11.48
"7106","Mohelnice","2010",9.21
"7106","Mohelnice","2011",7.92
"7106","Mohelnice","2012",7.76
"7106","Mohelnice","2013",7.6
"7106","Mohelnice","2014",7.45
"7106","Mohelnice","2015",5.89
"7106","Mohelnice","2016",5
"7106","Mohelnice","2017",4.16
"7106","Mohelnice","2018",4.09
"7106","Mohelnice","2019",4.54
"7106","Mohelnice","2020",4.85
"7107","Olomouc","2006",5.08
"7107","Olomouc","2007",3.54
"7107","Olomouc","2008",3.74
"7107","Olomouc","2009",7.18
"7107","Olomouc","2010",7.68
"7107","Olomouc","2011",7.22
"7107","Olomouc","2012",7.61
"7107","Olomouc","2013",8
"7107","Olomouc","2014",8.4
"7107","Olomouc","2015",6.88
"7107","Olomouc","2016",5.78
"7107","Olomouc","2017",3.79
"7107","Olomouc","2018",2.78
"7107","Olomouc","2019",2.48
"7107","Olomouc","2020",3.7
"7108","Prostějov","2006",4.25
"7108","Prostějov","2007",2.9
"7108","Prostějov","2008",3.16
