"ico","year","Class of revenue","Revenue_CZK"
"00253979","2009/12","Kapitálové příjmy",50140990
"00253979","2009/12","Nedaňové příjmy",125385350
"00254061","2009/12","Daňové příjmy",162147230
"00254061","2009/12","Kapitálové příjmy",85447260
"00254061","2009/12","Nedaňové příjmy",57820170
"00254657","2009/12","Daňové příjmy",635116620
"00254657","2009/12","Kapitálové příjmy",167500
"00254657","2009/12","Nedaňové příjmy",253560410
"00254843","2009/12","Daňové příjmy",161621470
"00254843","2009/12","Kapitálové příjmy",20600880
"00254843","2009/12","Nedaňové příjmy",92562610
"00255513","2009/12","Daňové příjmy",54780540
"00255513","2009/12","Kapitálové příjmy",6968460
"00255513","2009/12","Nedaňové příjmy",26054360
"00255661","2009/12","Daňové příjmy",209894170
"00255661","2009/12","Kapitálové příjmy",29429950
"00255661","2009/12","Nedaňové příjmy",59468700
"00256129","2009/12","Daňové příjmy",114091460
"00256129","2009/12","Kapitálové příjmy",2370400
"00256129","2009/12","Nedaňové příjmy",33937740
"00256455","2009/12","Daňové příjmy",35574320
"00256455","2009/12","Kapitálové příjmy",3751670
"00256455","2009/12","Nedaňové příjmy",7230540
"00256986","2009/12","Daňové příjmy",32393260
"00256986","2009/12","Kapitálové příjmy",4030000
"00256986","2009/12","Nedaňové příjmy",27075630
"00257125","2009/12","Daňové příjmy",63717130
"00257125","2009/12","Kapitálové příjmy",12268090
"00257125","2009/12","Nedaňové příjmy",27759240
"00257265","2009/12","Daňové příjmy",34239460
"00257265","2009/12","Kapitálové příjmy",2891480
"00257265","2009/12","Nedaňové příjmy",15138040
"00257966","2009/12","Daňové příjmy",32612960
"00257966","2009/12","Kapitálové příjmy",343200
"00257966","2009/12","Nedaňové příjmy",9724510
"00258199","2009/12","Daňové příjmy",68779590
"00258199","2009/12","Kapitálové příjmy",4005400
"00258199","2009/12","Nedaňové příjmy",13813570
"00259047","2009/12","Daňové příjmy",154395770
"00259047","2009/12","Kapitálové příjmy",5347780
"00259047","2009/12","Nedaňové příjmy",48313550
"00259438","2009/12","Daňové příjmy",59673710
"00259438","2009/12","Kapitálové příjmy",2068010
"00259438","2009/12","Nedaňové příjmy",16231700
"00259586","2009/12","Daňové příjmy",236507060
"00259586","2009/12","Kapitálové příjmy",47655250
"00259586","2009/12","Nedaňové příjmy",132540630
"00260177","2009/12","Daňové příjmy",82176350
"00260177","2009/12","Kapitálové příjmy",19242410
"00260177","2009/12","Nedaňové příjmy",23755810
"00260231","2009/12","Daňové příjmy",129387030
"00260231","2009/12","Kapitálové příjmy",9796060
"00260231","2009/12","Nedaňové příjmy",57706250
"00260428","2009/12","Daňové příjmy",424870850
"00260428","2009/12","Kapitálové příjmy",53587040
"00260428","2009/12","Nedaňové příjmy",157608230
"00260771","2009/12","Daňové příjmy",110608730
"00260771","2009/12","Kapitálové příjmy",4159600
"00260771","2009/12","Nedaňové příjmy",5845010
"00261238","2009/12","Daňové příjmy",529010630
"00261238","2009/12","Kapitálové příjmy",30316930
"00261238","2009/12","Nedaňové příjmy",28976210
"00261602","2009/12","Daňové příjmy",97902780
"00261602","2009/12","Kapitálové příjmy",17214400
"00261602","2009/12","Nedaňové příjmy",25433170
"00261718","2009/12","Daňové příjmy",143123570
"00261718","2009/12","Kapitálové příjmy",18385420
"00261718","2009/12","Nedaňové příjmy",28751440
"00261891","2009/12","Daňové příjmy",509557840
"00261891","2009/12","Kapitálové příjmy",40640890
"00261891","2009/12","Nedaňové příjmy",100769140
"00261912","2009/12","Daňové příjmy",232626360
"00261912","2009/12","Kapitálové příjmy",12408920
"00261912","2009/12","Nedaňové příjmy",18744620
"00262340","2009/12","Daňové příjmy",457322270
"00262340","2009/12","Kapitálové příjmy",62036040
"00262340","2009/12","Nedaňové příjmy",148311910
"00262587","2009/12","Daňové příjmy",60072310
"00262587","2009/12","Kapitálové příjmy",5483410
"00262587","2009/12","Nedaňové příjmy",18196980
"00262633","2009/12","Daňové příjmy",58014840
"00262633","2009/12","Kapitálové příjmy",1266760
"00262633","2009/12","Nedaňové příjmy",31825820
"00262781","2009/12","Daňové příjmy",76632660
"00262781","2009/12","Kapitálové příjmy",4933400
"00262781","2009/12","Nedaňové příjmy",18559170
"00262978","2009/12","Daňové příjmy",1225930040
"00262978","2009/12","Kapitálové příjmy",48796660
"00262978","2009/12","Nedaňové příjmy",79791100
"00263958","2009/12","Daňové příjmy",249845970
"00263958","2009/12","Kapitálové příjmy",154514270
"00263958","2009/12","Nedaňové příjmy",37598800
"00263991","2009/12","Daňové příjmy",85472070
"00263991","2009/12","Kapitálové příjmy",40311110
"00263991","2009/12","Nedaňové příjmy",27016670
"00264334","2009/12","Daňové příjmy",128536900
"00264334","2009/12","Kapitálové příjmy",338550
"00264334","2009/12","Nedaňové příjmy",26285500
"00265209","2009/12","Daňové příjmy",176781490
"00265209","2009/12","Kapitálové příjmy",39830900
"00265209","2009/12","Nedaňové příjmy",31165380
"00265365","2009/12","Daňové příjmy",63006580
"00265365","2009/12","Kapitálové příjmy",14971300
"00265365","2009/12","Nedaňové příjmy",10867880
"00265781","2009/12","Daňové příjmy",186482870
"00265781","2009/12","Kapitálové příjmy",23501060
"00265781","2009/12","Nedaňové příjmy",39448300
"00266027","2009/12","Daňové příjmy",300381520
"00266027","2009/12","Kapitálové příjmy",18869530
"00266027","2009/12","Nedaňové příjmy",64488550
"00266094","2009/12","Daňové příjmy",700358520
"00266094","2009/12","Kapitálové příjmy",51106510
"00266094","2009/12","Nedaňové příjmy",83034090
"00266230","2009/12","Daňové příjmy",153421830
"00266230","2009/12","Kapitálové příjmy",12437550
"00266230","2009/12","Nedaňové příjmy",84554260
"00266621","2009/12","Daňové příjmy",588972160
"00266621","2009/12","Kapitálové příjmy",28887060
"00266621","2009/12","Nedaňové příjmy",68774080
"00267449","2009/12","Daňové příjmy",274330700
"00267449","2009/12","Kapitálové příjmy",118163430
"00267449","2009/12","Nedaňové příjmy",84728510
"00267538","2009/12","Daňové příjmy",90504410
"00267538","2009/12","Kapitálové příjmy",18548510
"00267538","2009/12","Nedaňové příjmy",10842760
"00268321","2009/12","Daňové příjmy",62954080
"00268321","2009/12","Kapitálové příjmy",8947140
"00268321","2009/12","Nedaňové příjmy",14612550
"00268810","2009/12","Daňové příjmy",1181756010
"00268810","2009/12","Kapitálové příjmy",99429850
"00268810","2009/12","Nedaňové příjmy",323345560
"00269247","2009/12","Daňové příjmy",70009010
"00269247","2009/12","Kapitálové příjmy",16289540
"00269247","2009/12","Nedaňové příjmy",26006980
"00270059","2009/12","Daňové příjmy",100345670
"00270059","2009/12","Kapitálové příjmy",3437970
"00270059","2009/12","Nedaňové příjmy",29945760
"00270211","2009/12","Daňové příjmy",240359160
"00270211","2009/12","Kapitálové příjmy",7691390
"00270211","2009/12","Nedaňové příjmy",39146950
"00271560","2009/12","Daňové příjmy",83656570
"00271560","2009/12","Kapitálové příjmy",3899200
"00271560","2009/12","Nedaňové příjmy",26733430
"00271632","2009/12","Daňové příjmy",202369430
"00271632","2009/12","Kapitálové příjmy",73139220
"00271632","2009/12","Nedaňové příjmy",48645670
"00271888","2009/12","Daňové příjmy",88269290
"00271888","2009/12","Kapitálové příjmy",12344720
"00271888","2009/12","Nedaňové příjmy",23002320
"00272523","2009/12","Daňové příjmy",71012820
"00272523","2009/12","Kapitálové příjmy",23761330
"00272523","2009/12","Nedaňové příjmy",38060620
"00272728","2009/12","Daňové příjmy",117347310
"00272728","2009/12","Kapitálové příjmy",9600820
"00272728","2009/12","Nedaňové příjmy",47917420
"00272868","2009/12","Daňové příjmy",198204890
"00272868","2009/12","Kapitálové příjmy",165012760
"00272868","2009/12","Nedaňové příjmy",33251220
"00272876","2009/12","Daňové příjmy",87778340
"00272876","2009/12","Kapitálové příjmy",2643040
"00272876","2009/12","Nedaňové příjmy",22482340
"00273571","2009/12","Daňové příjmy",55539160
"00273571","2009/12","Kapitálové příjmy",389740
"00273571","2009/12","Nedaňové příjmy",23807150
"00274046","2009/12","Daňové příjmy",1066510410
"00274046","2009/12","Kapitálové příjmy",146496490
"00274046","2009/12","Nedaňové příjmy",85422240
"00274101","2009/12","Daňové příjmy",84409780
"00274101","2009/12","Kapitálové příjmy",40408830
"00274101","2009/12","Nedaňové příjmy",13007900
"00274879","2009/12","Daňové příjmy",85616340
"00274879","2009/12","Kapitálové příjmy",6254730
"00274879","2009/12","Nedaňové příjmy",20123130
"00274968","2009/12","Daňové příjmy",57494470
"00274968","2009/12","Kapitálové příjmy",16711160
"00274968","2009/12","Nedaňové příjmy",13695500
"00275336","2009/12","Daňové příjmy",112867680
"00275336","2009/12","Kapitálové příjmy",1607050
"00275336","2009/12","Nedaňové příjmy",53509040
"00275808","2009/12","Daňové příjmy",52336060
"00275808","2009/12","Kapitálové příjmy",3677140
"00275808","2009/12","Nedaňové příjmy",26490800
"00276111","2009/12","Daňové příjmy",80752690
"00276111","2009/12","Kapitálové příjmy",1007200
"00276111","2009/12","Nedaňové příjmy",18145820
"00276227","2009/12","Daňové příjmy",178728590
"00276227","2009/12","Kapitálové příjmy",55136740
"00276227","2009/12","Nedaňové příjmy",64236150
"00276944","2009/12","Daňové příjmy",113086530
"00276944","2009/12","Kapitálové příjmy",477800
"00276944","2009/12","Nedaňové příjmy",10897630
"00277037","2009/12","Daňové příjmy",101503650
"00277037","2009/12","Kapitálové příjmy",90901370
"00277037","2009/12","Nedaňové příjmy",20955060
"00277177","2009/12","Daňové příjmy",94951370
"00277177","2009/12","Kapitálové příjmy",19710370
"00277177","2009/12","Nedaňové příjmy",43757190
"00277444","2009/12","Daňové příjmy",188755540
"00277444","2009/12","Kapitálové příjmy",65293450
"00277444","2009/12","Nedaňové příjmy",67570260
"00277819","2009/12","Daňové příjmy",160591460
"00277819","2009/12","Kapitálové příjmy",22522240
"00277819","2009/12","Nedaňové příjmy",71429620
"00278360","2009/12","Daňové příjmy",312996280
"00278360","2009/12","Kapitálové příjmy",70833900
"00278360","2009/12","Nedaňové příjmy",45782800
"00278475","2009/12","Daňové příjmy",121801700
"00278475","2009/12","Kapitálové příjmy",25687330
"00278475","2009/12","Nedaňové příjmy",27574840
"00278653","2009/12","Daňové příjmy",149771250
"00278653","2009/12","Kapitálové příjmy",18194610
"00278653","2009/12","Nedaňové příjmy",16061320
"00279072","2009/12","Daňové příjmy",41033810
"00279072","2009/12","Kapitálové příjmy",4423310
"00279072","2009/12","Nedaňové příjmy",8659370
"00279102","2009/12","Daňové příjmy",96111020
"00279102","2009/12","Kapitálové příjmy",13622730
"00279102","2009/12","Nedaňové příjmy",21605010
"00279676","2009/12","Daňové příjmy",137491970
"00279676","2009/12","Kapitálové příjmy",14283770
"00279676","2009/12","Nedaňové příjmy",27210670
"00279773","2009/12","Daňové příjmy",126405070
"00279773","2009/12","Kapitálové příjmy",4266140
"00279773","2009/12","Nedaňové příjmy",26664550
"00279846","2009/12","Daňové příjmy",68139350
"00279846","2009/12","Kapitálové příjmy",32453920
"00279846","2009/12","Nedaňové příjmy",11774170
"00279943","2009/12","Daňové příjmy",198469040
"00279943","2009/12","Kapitálové příjmy",11731180
"00279943","2009/12","Nedaňové příjmy",54910050
"00279978","2009/12","Daňové příjmy",106509510
"00279978","2009/12","Kapitálové příjmy",20467250
"00279978","2009/12","Nedaňové příjmy",38799060
"00281859","2009/12","Daňové příjmy",83832200
"00281859","2009/12","Kapitálové příjmy",746060
"00281859","2009/12","Nedaňové příjmy",8367280
"00281964","2009/12","Daňové příjmy",98330070
"00281964","2009/12","Kapitálové příjmy",120500
"00281964","2009/12","Nedaňové příjmy",31607920
"00282481","2009/12","Daňové příjmy",50180760
"00282481","2009/12","Kapitálové příjmy",6232980
"00282481","2009/12","Nedaňové příjmy",4822850
"00282651","2009/12","Daňové příjmy",68846060
"00282651","2009/12","Kapitálové příjmy",3794850
"00282651","2009/12","Nedaňové příjmy",15925560
"00282707","2009/12","Daňové příjmy",77190700
"00282707","2009/12","Kapitálové příjmy",3429390
"00282707","2009/12","Nedaňové příjmy",21514140
"00282979","2009/12","Daňové příjmy",33355420
"00282979","2009/12","Kapitálové příjmy",321260
"00282979","2009/12","Nedaňové příjmy",14769610
"00283061","2009/12","Daňové příjmy",253056620
"00283061","2009/12","Kapitálové příjmy",312898240
"00283061","2009/12","Nedaňové příjmy",84241040
"00283193","2009/12","Daňové příjmy",64971210
"00283193","2009/12","Kapitálové příjmy",21249550
"00283193","2009/12","Nedaňové příjmy",25010340
"00283347","2009/12","Daňové příjmy",79557560
"00283347","2009/12","Kapitálové příjmy",16517090
"00283347","2009/12","Nedaňové příjmy",36853620
"00283509","2009/12","Daňové příjmy",44423490
"00283509","2009/12","Kapitálové příjmy",34017840
"00283509","2009/12","Nedaňové příjmy",25582980
"00283924","2009/12","Daňové příjmy",860285890
"00283924","2009/12","Kapitálové příjmy",139297460
"00283924","2009/12","Nedaňové příjmy",258992770
"00284165","2009/12","Daňové příjmy",58146080
"00284165","2009/12","Kapitálové příjmy",7094580
"00284165","2009/12","Nedaňové příjmy",13320200
"00284301","2009/12","Daňové příjmy",205664790
"00284301","2009/12","Kapitálové příjmy",4020980
"00284301","2009/12","Nedaňové příjmy",35543480
"00284611","2009/12","Daňové příjmy",47383050
"00284611","2009/12","Kapitálové příjmy",3593790
"00284611","2009/12","Nedaňové příjmy",14803580
"00284653","2009/12","Daňové příjmy",39140670
"00284653","2009/12","Kapitálové příjmy",6821940
"00284653","2009/12","Nedaňové příjmy",7172320
"00284891","2009/12","Daňové příjmy",256019560
"00284891","2009/12","Kapitálové příjmy",28453180
"00284891","2009/12","Nedaňové příjmy",57433710
"00285030","2009/12","Daňové příjmy",122222460
"00285030","2009/12","Kapitálové příjmy",74785780
"00285030","2009/12","Nedaňové příjmy",24436270
"00285455","2009/12","Daňové příjmy",110747060
"00285455","2009/12","Kapitálové příjmy",19383720
"00285455","2009/12","Nedaňové příjmy",17726420
"00286010","2009/12","Daňové příjmy",618531620
"00286010","2009/12","Kapitálové příjmy",156465760
"00286010","2009/12","Nedaňové příjmy",114394440
"00286745","2009/12","Daňové příjmy",48411380
"00286745","2009/12","Kapitálové příjmy",624850
"00286745","2009/12","Nedaňové příjmy",14595220
"00287113","2009/12","Daňové příjmy",86374470
"00287113","2009/12","Kapitálové příjmy",4783810
"00287113","2009/12","Nedaňové příjmy",30457430
"00287172","2009/12","Daňové příjmy",118295750
"00287172","2009/12","Kapitálové příjmy",19806290
"00287172","2009/12","Nedaňové příjmy",45475810
"00287351","2009/12","Daňové příjmy",280590040
"00287351","2009/12","Kapitálové příjmy",7511450
"00287351","2009/12","Nedaňové příjmy",37466790
"00288365","2009/12","Daňové příjmy",25361590
"00288365","2009/12","Kapitálové příjmy",6655370
"00288365","2009/12","Nedaňové příjmy",5429700
"00288659","2009/12","Daňové příjmy",483066080
"00288659","2009/12","Kapitálové příjmy",170629510
"00288659","2009/12","Nedaňové příjmy",143130790
"00289931","2009/12","Daňové příjmy",76943290
"00289931","2009/12","Kapitálové příjmy",1892710
"00289931","2009/12","Nedaňové příjmy",18968940
"00289965","2009/12","Daňové příjmy",44976300
"00289965","2009/12","Kapitálové příjmy",31808420
"00289965","2009/12","Nedaňové příjmy",14493060
"00290629","2009/12","Daňové příjmy",391762160
"00290629","2009/12","Kapitálové příjmy",10991520
"00290629","2009/12","Nedaňové příjmy",41415890
"00291463","2009/12","Daňové příjmy",180940750
"00291463","2009/12","Kapitálové příjmy",16795680
"00291463","2009/12","Nedaňové příjmy",31134560
"00291471","2009/12","Daňové příjmy",278836050
"00291471","2009/12","Kapitálové příjmy",75896070
"00291471","2009/12","Nedaňové příjmy",118107990
"00291676","2009/12","Daňové příjmy",55497830
"00291676","2009/12","Kapitálové příjmy",6204770
"00291676","2009/12","Nedaňové příjmy",6786830
"00292311","2009/12","Daňové příjmy",54888420
"00292311","2009/12","Kapitálové příjmy",3432150
"00292311","2009/12","Nedaňové příjmy",7008320
"00292427","2009/12","Daňové příjmy",262954300
"00292427","2009/12","Kapitálové příjmy",45058380
"00292427","2009/12","Nedaňové příjmy",24613420
"00293199","2009/12","Daňové příjmy",53108840
"00293199","2009/12","Kapitálové příjmy",17674990
"00293199","2009/12","Nedaňové příjmy",12108430
"00293881","2009/12","Daňové příjmy",376083750
"00293881","2009/12","Kapitálové příjmy",51512260
"00293881","2009/12","Nedaňové příjmy",239796060
"00294136","2009/12","Daňové příjmy",95886540
"00294136","2009/12","Nedaňové příjmy",9410600
"00294900","2009/12","Daňové příjmy",104732290
"00294900","2009/12","Kapitálové příjmy",34456360
"00294900","2009/12","Nedaňové příjmy",35704330
"00295671","2009/12","Daňové příjmy",114815220
"00295671","2009/12","Kapitálové příjmy",12856580
"00295671","2009/12","Nedaňové příjmy",11453970
"00295841","2009/12","Daňové příjmy",242302180
"00295841","2009/12","Kapitálové příjmy",15623510
"00295841","2009/12","Nedaňové příjmy",85132710
"00295892","2009/12","Daňové příjmy",170755410
"00295892","2009/12","Kapitálové příjmy",71689470
"00295892","2009/12","Nedaňové příjmy",56297300
"00296139","2009/12","Daňové příjmy",233687140
"00296139","2009/12","Kapitálové příjmy",10907040
"00296139","2009/12","Nedaňové příjmy",87027700
"00296317","2009/12","Daňové příjmy",84090000
"00296317","2009/12","Kapitálové příjmy",10599180
"00296317","2009/12","Nedaňové příjmy",38881780
"00296643","2009/12","Daňové příjmy",666232700
"00296643","2009/12","Kapitálové příjmy",108912560
"00296643","2009/12","Nedaňové příjmy",174524520
"00296651","2009/12","Daňové příjmy",90944240
"00296651","2009/12","Kapitálové příjmy",3387900
"00296651","2009/12","Nedaňové příjmy",17180220
"00296759","2009/12","Daňové příjmy",46309560
"00296759","2009/12","Kapitálové příjmy",31342530
"00296759","2009/12","Nedaňové příjmy",15421920
"00297313","2009/12","Daňové příjmy",372716520
"00297313","2009/12","Kapitálové příjmy",38637540
"00297313","2009/12","Nedaňové příjmy",76274110
"00297437","2009/12","Daňové příjmy",230207850
"00297437","2009/12","Kapitálové příjmy",58574730
"00297437","2009/12","Nedaňové příjmy",51776020
"00297488","2009/12","Daňové příjmy",881830050
"00297488","2009/12","Kapitálové příjmy",39514530
"00297488","2009/12","Nedaňové příjmy",43641520
"00297534","2009/12","Daňové příjmy",657721980
"00297534","2009/12","Kapitálové příjmy",628491860
"00297534","2009/12","Nedaňové příjmy",279365040
"00297569","2009/12","Daňové příjmy",214555150
"00297569","2009/12","Kapitálové příjmy",19532720
"00297569","2009/12","Nedaňové příjmy",254659770
"00297577","2009/12","Daňové příjmy",301008390
"00297577","2009/12","Kapitálové příjmy",17798810
"00297577","2009/12","Nedaňové příjmy",69295230
"00297755","2009/12","Daňové příjmy",68796010
"00297755","2009/12","Kapitálové příjmy",5873120
"00297755","2009/12","Nedaňové příjmy",34501950
"00297852","2009/12","Daňové příjmy",103709080
"00297852","2009/12","Kapitálové příjmy",6437270
"00297852","2009/12","Nedaňové příjmy",48190710
"00298077","2009/12","Daňové příjmy",237869260
"00298077","2009/12","Kapitálové příjmy",2849540
"00298077","2009/12","Nedaňové příjmy",14733450
"00298212","2009/12","Daňové příjmy",248146410
"00298212","2009/12","Kapitálové příjmy",7671280
"00298212","2009/12","Nedaňové příjmy",79868300
"00298221","2009/12","Daňové příjmy",67331700
"00298221","2009/12","Kapitálové příjmy",4195020
"00298221","2009/12","Nedaňové příjmy",13090140
"00299138","2009/12","Daňové příjmy",100274450
"00299138","2009/12","Kapitálové příjmy",4082700
"00299138","2009/12","Nedaňové příjmy",32885190
"00299308","2009/12","Daňové příjmy",1188615440
"00299308","2009/12","Kapitálové příjmy",257260
"00299308","2009/12","Nedaňové příjmy",92519060
"00299529","2009/12","Daňové příjmy",129077250
"00299529","2009/12","Kapitálové příjmy",31252440
"00299529","2009/12","Nedaňové příjmy",18689020
"00299634","2009/12","Daňové příjmy",115183590
"00299634","2009/12","Kapitálové příjmy",26833600
"00299634","2009/12","Nedaňové příjmy",19650280
"00300063","2009/12","Daňové příjmy",129479390
"00300063","2009/12","Kapitálové příjmy",10432630
"00300063","2009/12","Nedaňové příjmy",26878550
"00300292","2009/12","Daňové příjmy",56156300
"00300292","2009/12","Kapitálové příjmy",4805940
"00300292","2009/12","Nedaňové příjmy",59744460
"00300535","2009/12","Daňové příjmy",673982410
"00300535","2009/12","Kapitálové příjmy",112313520
"00300535","2009/12","Nedaňové příjmy",131005660
"00300870","2009/12","Daňové příjmy",53886150
"00300870","2009/12","Kapitálové příjmy",3171530
"00300870","2009/12","Nedaňové příjmy",20453490
"00301311","2009/12","Daňové příjmy",204797700
"00301311","2009/12","Kapitálové příjmy",17313380
"00301311","2009/12","Nedaňové příjmy",29302420
"00301493","2009/12","Daňové příjmy",82376540
"00301493","2009/12","Kapitálové příjmy",22456690
"00301493","2009/12","Nedaňové příjmy",27831240
"00301825","2009/12","Daňové příjmy",498359780
"00301825","2009/12","Kapitálové příjmy",47033770
"00301825","2009/12","Nedaňové příjmy",123411480
"00302724","2009/12","Daňové příjmy",118400580
"00302724","2009/12","Kapitálové příjmy",4196340
"00302724","2009/12","Nedaňové příjmy",43676700
"00303038","2009/12","Daňové příjmy",93492530
"00303038","2009/12","Kapitálové příjmy",9487820
"00303038","2009/12","Nedaňové příjmy",12804170
"00303461","2009/12","Daňové příjmy",267602700
"00303461","2009/12","Kapitálové příjmy",64355950
"00303461","2009/12","Nedaňové příjmy",116972630
"00303640","2009/12","Daňové příjmy",127059680
"00303640","2009/12","Kapitálové příjmy",9510400
"00303640","2009/12","Nedaňové příjmy",11145860
"00304271","2009/12","Daňové příjmy",157683650
"00304271","2009/12","Kapitálové příjmy",2365610
"00304271","2009/12","Nedaňové příjmy",8168470
"00304387","2009/12","Daňové příjmy",269296040
"00304387","2009/12","Kapitálové příjmy",38520290
"00304387","2009/12","Nedaňové příjmy",74546170
"00304450","2009/12","Daňové příjmy",287921490
"00304450","2009/12","Kapitálové příjmy",37451310
"00304450","2009/12","Nedaňové příjmy",61429240
"00845451","2009/12","Daňové příjmy",5889728440
"00845451","2009/12","Kapitálové příjmy",343319540
"00845451","2009/12","Nedaňové příjmy",1224931910
"44992785","2009/12","Daňové příjmy",7063483730
"44992785","2009/12","Kapitálové příjmy",1077826530
"44992785","2009/12","Nedaňové příjmy",1140145780
